Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"But as I explained, we wish to tread carefully when deciding on a partnership to leverage expertise. While such skills may well be lacking at home, it remains unclear why we did not simply put such foreign talents on the payroll. We routinely bring in consultants, experts and managers even in areas where we have some expertise in, such as in finance or technology. Besides, the all-important operational partners of the SportsHub PPP were either local or had been based here for an extended period  venue operations fell under Global Spectrum Pico, a tie-up that includes a local company, and its facilities management was overseen by DTZ, whose presence in Asia is due to another Singaporean firm, Edmund Tie.",31,303,2023-07-06-T-013-S-00303
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Perhaps, then, it comes down to the second justification, which is a desire to share risks. My best guess is that this was, indeed, a prime motivator. Minister Tong proudly declared that the “entire project design, planning and construction were borne by the PPP partners and the structure also allowed the Government to mitigate the risks of such a major project undertaking"".",32,304,2023-07-06-T-013-S-00304
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"But perhaps therein lies the problem. In trying to offload risks, but still retaining its non-pecuniary objectives, the Government was trying to have its cake and eat it, too. But is this coherent? Was the Government trying to get the private sector to bear the financial risks, and then turning around and insisting that it also accommodates social objectives, instead of just concentrating on the bottom line? And imposing fines for unmet standards that it cannot be expected to meet, would that not further sour the partnership?",33,305,2023-07-06-T-013-S-00305
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Such an approach where the Government can shift risks to the private sector while reaping benefits without active management is, I am afraid, naïve optimism. It is well understood that PPPs are ill-suited for social infrastructure since profit-making and social objectives may frequently diverge. In fact, a study reveals that appropriate risk allocation and sharing is one of the top three critical success factors behind PPP projects in Singapore.",34,306,2023-07-06-T-013-S-00306
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"This disconnect was recognised by those involved in the running of the SportsHub. Insiders shared about problems, such as too many potentially conflicting KPIs and stakeholders, excessive top-down oversight with little agency offered to SportsHub management and possibly misaligned goals even among key Government agencies, such as SportsSG, the Singapore Tourism Board and the Economic Development Board.",35,307,2023-07-06-T-013-S-00307
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"And since we do want our country's sports jewel to ignore our nation's sports promotion and community-building activities, having the Government assume both the role of client and controller means that the PPP arrangement was arguably fundamentally untenable to begin with.",36,308,2023-07-06-T-013-S-00308
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Now that the Government has entirely taken over the Sports Hub, it is valuable for us to ask if it plans to ensure that the facility fulfils the aspirations for catalysing Singapore Sport, as we had truly hoped it would, close to a decade and a half ago.",37,309,2023-07-06-T-013-S-00309
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Here, I will pose a series of questions, which I hope the Minister could offer more insight into.",38,310,2023-07-06-T-013-S-00310
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"First, how will Government management differ in practice from the PPP model? One reason that the Government offered for pursuing the PPP approach in the first place was that it did not have the expertise. What assures us that it has the expertise now to successfully run a world-class sports and events venue? If it does not – and I am sympathetic to how we should not necessarily expect civil servants to possess such talent – will we then go the route of hiring external experts and, if so, why was this not done in 2008?",39,311,2023-07-06-T-013-S-00311
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"More generally, will the Government commit to clear objectives that are aligned in advance among stakeholders?",40,312,2023-07-06-T-013-S-00312
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,It strikes me that a consultation process can help us better understand what the public has with regard to a proper and ideal use of the facility since it is meant to inspire local sports participation after all.,41,313,2023-07-06-T-013-S-00313
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Second, how does the Government plan to balance community uses with profitable enterprises? For example, will there be a revision to venue rentals now that the Government has taken over the Sports Hub? In particular, will there be a distinction between commercial rental and community ones? After all, one reason why the substantial takeover fees were paid was ostensibly to remove commercial barriers for local sports promotion.",42,314,2023-07-06-T-013-S-00314
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Minister Tong has already alluded to some of these in his earlier speech under the rubric of ActiveSG and Kallang Alive, including ""National School Games, Singapore Youth Festival performances"", and possibly even the ""National Day Parade"". He even hoped for a ""return of the casual stroller or jogger to the stadium"".",43,315,2023-07-06-T-013-S-00315
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"If the concern is understandably the crowding out of commercial returns due to the latter, we could perhaps consider scheduling community use events during clear downtimes when the facilities are not being used. But if, indeed, the Government will not operate the Sports Hub under the same assumptions as SHPL, how much does it expect to incur on an annual basis for operation in the years ahead and how will this differ from the original sums paid to SHPL?",44,316,2023-07-06-T-013-S-00316
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"This discussion of numbers naturally leads us to a more careful discussion of sport expenditures in Singapore. To do this, we must step back and scrutinise the budget just a little bit, so that we are working off a common context.",45,317,2023-07-06-T-013-S-00317
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"I promise I am not going to circulate any more handouts, but I will quickly summarise. In the latest Budget estimates, SportSG currently accounts for the ongoing expenditures of a little less than $391 million, with development expenditures of close to $123 million. This comes to $514 million. There is a separate budget line for sports programmes, with an operating expenditure of $41 million and development expenditure of $470,000. Taken together, we devote just about $556 million, or half a percent of total fiscal expenditures, to sport.",46,318,2023-07-06-T-013-S-00318
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Of this, the Sports Hub consumed around $57 million in fiscal 2022, in the form of capital grants. There was an extraordinary development expenditure charge of close to $1.4 billion in fiscal 2022, which, presumably, was the upfront termination fee. But there are additional operational costs of $800 million which will have to be incurred through till 2035. I am assuming that these will be accounted for on an annual basis and will show up in the Budget Statements in future, but I am happy to stand corrected if I am incorrect.",47,319,2023-07-06-T-013-S-00319
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"If we agree with these numbers, then the next step is to ask if such expenditures should be giving us more bang for the buck.",48,320,2023-07-06-T-013-S-00320
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"As it turns out, the general expenditure on recreational and sporting services for the EU as a whole amounted to 0.7% of all general government expenditure, a share very similar to ours. Japan spends a mere 0.02%, and yes, you heard that right, of its government budget on sport. And in Korea, the entire Ministry of Culture, Sport and Tourism, which notably includes massive expenditures on promoting Korean culture via Hallyu, comes to only 1.3% of the national budget, with sports accounting for just 0.3%.",49,321,2023-07-06-T-013-S-00321
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Yet, these countries have performed more admirably on the international sporting stage than we have, even taking into account their larger populations. Ironically, we are ranked the best in the world for a sport, tchoukball, that does not have a national association. For another sport without a recognised national association, dodgeball, Singapore is sixth or seventh.",50,322,2023-07-06-T-013-S-00322
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"But all this applies at the micro level as well, which is why the Sports Hub example is illuminating. The poor management of sports facilities is merely symptomatic of a more general inefficiency of public spending in sports, which, in turn, not only contributed to a failure of the PPP, but spills over into poorer sporting outcomes as well.",51,323,2023-07-06-T-013-S-00323
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Mdm Deputy Speaker, the remainder of the Workers' Party Members will speak to different elements to help flesh out this debate. Both Dennis Tan and Faisal Manap will speak about football. This is not quite the overkill that it seems to be since, as mentioned earlier, football is a sport that almost every Singaporean connects with.",52,324,2023-07-06-T-013-S-00324
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"They will also deal with different aspects  Mr Tan on how we can revitalise our Singapore Premier League, starting from the grassroots level; and Mr Faisal on how we can help our Singapore National team recover from its current malaise.",53,325,2023-07-06-T-013-S-00325
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"But sport goes beyond soccer. So, Mr Leon Perera will go on to highlight some less celebrated sports, although along the way, he will also speak more generally about how our sports ecosystem may be strengthened. Mr Gerald Giam will do likewise, offering ideas on tweaking the local youth ecosystem to help improve our odds of sporting success in the international arena. And Ms He Ting Ru will, similar to Leon, speak about inclusion in our sporting system, including the disabled and those who are not necessarily participating at the highest levels of sporting competition.",54,326,2023-07-06-T-013-S-00326
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Finally, Ms Sylvia Lim will speak about how, to do well in sport, we must also take care of our ex-athletes even after they retire. In doing so, we not only provide them with the security of knowing that our country has their back when they compete, but even after they do, which, in turn, allows them to push themselves before they even start. It also speaks to how, as a society, we should be taking care of all segments of our society, even when those segments may have faded away from the public limelight.",55,327,2023-07-06-T-013-S-00327
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"I look forward as well to all the other contributions from Members of this House, in what I expect to be a lively debate on how we can take Singapore sports to its next level.",56,328,2023-07-06-T-013-S-00328
2023-07-06-T-013,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,[(proc text) Question proposed. (proc text)],57,329,2023-07-06-T-013-S-00329
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,Mr Faisal Manap.,1,330,2023-07-06-T-013-S-00330
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I second and support the Motion moved by my hon colleague, Assoc Prof Jamus Lim, ""That this House celebrates the accomplishments of our athletes and para-athletes at the recent 32nd SEA Games and the 12th ASEAN Para Games in Cambodia, and calls on the Government to undertake a thorough evaluation of the areas of improvement in Singapore's sporting ecosystem, and commit to realising clear, achievable goals for sporting success over the coming decade.""",1,331,2023-07-06-T-013-S-00331
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"The recent 32nd SEA Games and 12th ASEAN Para Games which were held in Cambodia saw the participation of Singapore's contingent, with a strength of 558 athletes competing in 30 sports and 26 athletes in six sports, respectively. At the SEA Games, our Team Singapore had bagged a total of 158 medals  51 golds, 43 silvers and 64 bronzes. Meanwhile, at the ASEAN Para Games, our Team Singapore had brought back 12 golds, 15 silvers and 17 bronzes, totalling 44 medals.",2,332,2023-07-06-T-013-S-00332
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"I salute all our Team Singapore athletes for giving their best, sacrificing time and energy, and for their resilience and endurance in overcoming challenges and obstacles in flying our Singapore flag high. My heartiest congratulations go out to our medal winners for their triumph and bringing pride to our country, also to our national athletes who had bettered their personal bests at the Games as well as those who fought hard against formidable opponents. A big thanks to our Team Singapore's coaches and officials and a deep appreciation to our athletes' families, loved ones and friends for their great support and encouragement in spurring and motivating our athletes.",3,333,2023-07-06-T-013-S-00333
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, in any sporting event, there will be triumphs and defeats. For the 32nd SEA Games and 12th ASEAN Para Games, we celebrated the continued success of our swimmers both at the SEA Games and the Para Games and we rejoiced at the resurgence of runner Shanti Pereira – among other wonderful wins. But there were also moments of despair, in particular, when we saw our football team suffer their heaviest SEA Games loss in decades when they lost 7-0 to Malaysia.",4,334,2023-07-06-T-013-S-00334
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Our footballers' dismal showing at the SEA Games came not long after another crushing disappointment when we limped out of the ASEAN Football Federation (AFF) Championships 2022 tournament. It felt like rubbing salt to the wound or, in Malay, ""sudah jatuh ditimpa tangga"", or a double whammy.",5,335,2023-07-06-T-013-S-00335
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, in this speech of mine, I will focus on the circumstances of Singapore Football. I can confidently say that football has the strongest following among Singaporeans as compared to any other sport. Football is also known to be a unifying sport as it brings together the different segments of society, regardless of socio-economic status, race, language and religion. While this is not unique to Singapore, our football culture has its unique characteristics. We have our Kallang Roar and Kallang Wave, named for the location of our former National Stadium, where fans always turned out in droves to support our Lions in every home match when they competed in the Malaysian League and Cup competitions. That experience fostered a sense of our shared bonds and a feeling of oneness and pride of supporting our national teams, as each fan became a part of the Kallang Roar and Wave.",6,336,2023-07-06-T-013-S-00336
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Sadly, Madam, this experience now feels like ancient history. We have not witnessed such exhilarating and tremendous support for our Lions for many years. Many are still painfully waiting for the revival of our Lions, expressing our concerns, sharing views and perspectives, but, regrettably, there are quite a big number who have lost faith and given up after our Lions' poor performance in AFF Championships 2022 and the 32nd SEA Games, followed by two recent uninspiring international friendlies.",7,337,2023-07-06-T-013-S-00337
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I have, throughout the years, spoken several times in this Chamber on Singapore Football, sharing my perspectives. Speaking in support of this Motion, I would like to again surface mine as well as fellow Singaporeans' observations, concerns, thoughts on the current situation and what can be done for the future of our football. Some of these points are a reiteration and elaboration of what I have said in this Chamber.",8,338,2023-07-06-T-013-S-00338
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I would like to make it clear that I am neither claiming that I have the solutions to this plight that we are facing, nor do I want to belittle any ongoing efforts in bringing glory back to Singapore. My speech is a small contribution in terms of observations and perspectives in our attempts to Make Singapore Football Great Again.",9,339,2023-07-06-T-013-S-00339
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"To begin with, let us look at where Singapore currently stands in the Federation Internationale de Football Association (FIFA) rankings. Our men's national team is currently ranked at 158th place. The highest ranking we ever attained was 73rd in 1993, while the lowest is 173rd in 2018 and our average is 127th. At the peak of our FIFA ranking, our men's football national team in 1993 was made up of popular footballers, such as Fandi Ahmad, V Sundramoorthy, Malek Awab, Nazri Nasir, Rafi Ali and other excellent players.",10,340,2023-07-06-T-013-S-00340
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"This means that in the three decades since we achieved our highest ranking, we have dropped by a remarkably disappointing 85 places, which is also 31 places below our average. Since we hit bottom in 2018, we improved by 15 places in five years. But this minor improvement is a small consolation for the players and fans who are struggling to understand how we have failed to improve over the years despite all the efforts put in. Our recent results demonstrate that where many other countries in the region have improved, Singapore football has fallen behind.",11,341,2023-07-06-T-013-S-00341
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, the right efforts are needed to formulate the right programmes and approaches to better our football situation. We need to see what had worked and what did not work in the past, so that we can dissect, review, finetune and come up with the best efforts and measures in improving our football.",12,342,2023-07-06-T-013-S-00342
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"I believe any changes that need to be made should start with setting of a Goal or Vision for Singapore Football. I believe that both the Football Association of Singapore (FAS) and the Government understand this. In 1998, then-Prime Minister Goh Chok Tong had this vision, Goal 2010, to qualify for the World Cup in that year. We obviously did not make it, but we had a brief glimmer of hope when our junior Lions won third place during the inaugural Youth Olympic Games (YOG) hosted in Singapore. That team, coached by former player Kadir Yahaya, seemed to hold promise for a brighter future in Singapore football. I will speak more on that unfulfilled promise later.",13,343,2023-07-06-T-013-S-00343
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"More recently, in August 2019, it was reported in the media that the then-Vice President of FAS, Mr Edwin Tong mentioned that, I quote, ""FIFA World Cup 2034 will be a realistic goal for Singapore."" On this matter, I had asked the Ministry of Culture, Community and Youth (MCCY) through a Parliamentary Question in September 2019, as well as in my Committee of Supply (COS) 2020 cut on FAS' strategic plans in achieving this goal. MCCY's replies were that the Ministry was waiting for FAS to advise them on their plans.",14,344,2023-07-06-T-013-S-00344
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Nonetheless, in March 2021, FAS, as reported in the media, shared that the World Cup 2034 is an ""aspirational target"". Pertaining to World Cup 2034, I would like to seek two clarifications. One, FAS has announced in August 2019 that World Cup 2034 is a realistic goal. Meanwhile, in March 2021, FAS set it as an ""aspirational target"". Can FAS or MCCY confirm whether it is the former or the latter?",15,345,2023-07-06-T-013-S-00345
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Second, I would like to, once again, ask for updates from FAS or MCCY on the strategic plans in achieving this realistic goal or aspirational target. I note that there are plans to launch an Under-17 league in 2024, and also to train talent scouts, which were announced in May 2023 during a consultation exercise. But surely, there has to be more to the roadmap.",16,346,2023-07-06-T-013-S-00346
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, aspirational targets are well and good, but there also needs to be a healthy dose of reality injected. If we cannot even advance beyond the group stages in regional competitions, making it to the World Cup is nothing short of a fantasy. And even if, by some miracle, we were to meet that unlikely aspirational target, we are likely to be utterly humiliated.",17,347,2023-07-06-T-013-S-00347
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Before we even think about the World Cup, why not we first try to qualify for the Asian Football Confederation (AFC) Asian Cup in 2036? Historically, our national football team has participated in the AFC Cup since its inception. However, the only time we have ever qualified for the final round was in 1984 – as the host country. We have never made it past the qualifying rounds on our own steam. Let us set our sights on the AFC Asian Cup and develop a roadmap towards that goal. The roadmap can include milestones, such as winning the AFF Championship and maybe even gold at the SEA Games in a decade. In this manner, there is greater accountability as well. And if we need to revisit the strategy along the way and tweak it here and there, so be it. It is better than setting an aspirational target that is plain unrealistic.",18,348,2023-07-06-T-013-S-00348
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, in any sport, the seeds for success must be sown early. In 2021, FAS announced the introduction of ""Unleash The Roar"" (UTR). Once again, as I did in my COS 2022 speech, I welcome the small steps that have been taken under the UTR project, such as the setting up of School Football Academies and partnerships with global leaders in football, such as clubs from the Spanish premier La Liga.",19,349,2023-07-06-T-013-S-00349
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"This is not the first time that FAS has tried to implement youth development programmes. One example is the Junior Centres of Excellence (JCOEs) which were implemented in 2011. If we go back further, we have the Milo Soccer School. For those who may be too young to remember, the Milo Soccer School was a key youth development programme in the 1980s and 1990s which gave birth to many of our nation's football heroes, among whom are Fandi Ahmad, Nazri Nasir and Lee Man Hon.",20,350,2023-07-06-T-013-S-00350
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"So, we know that youth development is not a new idea for Singapore football. But we also have to confront our failures in youth development, despite the investment of time and resources. In 2015, then-FAS technical director Michel Sablon, in a media report, praised JCOEs and mentioned that with further improvement of this programme, he was confident that Singapore's national team can be like Japan's by 2020. Maybe Mr Sablon was being over-enthusiastic in speaking to the media; maybe his sense of optimism was hopelessly misplaced. We may never know.",21,351,2023-07-06-T-013-S-00351
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"What we do know is that we have failed to make progress in youth development even after all the programmes that were implemented and even after we appointed several reputable technical directors and coaches. There was a time in the 1970s and 1980s when our football team was on par with the current Asian football powerhouses, such as the Japanese and Korean teams. They have advanced considerably; we have not.",22,352,2023-07-06-T-013-S-00352
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"The relative lack of progress suggests that there are factors that hindered the effectiveness of our plans and programmes. These could include failures in the training and development system and the lack of quality in mentoring, coaching and grooming our young talents.",23,353,2023-07-06-T-013-S-00353
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"To elaborate this point further, I would like to return to our 2010 Singapore Youth Olympic Games (YOG) team, which I mentioned earlier in my speech. This team created history for our football when they won a bronze medal at the tournament. And they seemed to hold great promise, having also secured a 3-2 victory over the Tottenham Hotspur academy team during the team's two-week camp in England in their preparation for YOG 2010.",24,354,2023-07-06-T-013-S-00354
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"The players from that tournament were dubbed a ""Golden Generation"" not only for achieving a milestone bronze medal at the inaugural event, but also for their exciting style of play. And yet, a review of their fortunes a decade later told a story of a lost generation of footballers. I would like to quote some of these players sharing their woes, which was reported in one of our local online media. First quote  ""After the YOG, there was no follow-up… We had no coach and we didn't even have a single training session for seven or eight months"". Another quote, ""While much was promised, in terms of on-the-ground work, nothing was really done. We were on our own, things soon went downhill, and eventually they forgot about us"".",25,355,2023-07-06-T-013-S-00355
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I am aware that excellence at the youth level does not always translate at the senior level. Nevertheless, I believe we need to pose some hard questions, identify where we have previously gone wrong and rectify these errors as we commit towards a long-term youth development programme that will not lead to another ""Golden Generation"" turning into a ""Lost Generation"".",26,356,2023-07-06-T-013-S-00356
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I mentioned earlier in my speech that Singapore football has its unique features, such as the Kallang Wave and the Kallang Roar. There are other, less positive, unique aspects to Singapore football which we need to address if we are to progress towards success.",27,357,2023-07-06-T-013-S-00357
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"I have touched on this issue previously. In 2019, I noted that former national player and coach Fandi Ahmad had made reference to a ""unique ecosystem"" in Singapore football which he felt was important for the coach of our national team to understand. In response to Fandi's comments, FAS had cited our small population, land constraints and the competing commitments, such as National Service and academics, which our young players have to juggle, compared to their peers globally and regionally, who are more likely to be full-time professionals.",28,358,2023-07-06-T-013-S-00358
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"I believe these ""unique"" factors remain relevant today. In my previous speech, I had called on MCCY, SportSG and FAS to form a unique team to examine how we can leverage these factors to create a more positive ecosystem for our footballers and, in fact, all our athletes.",29,359,2023-07-06-T-013-S-00359
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),The issue of National Service has been thoroughly debated in this House and I acknowledge the various allowances for deferment or disruption of National Service obligations which the Ministry of Defence (MINDEF) has provided for our athletes competing at a high level. Balancing our defence needs with our sporting aspirations is necessary and possible.,30,360,2023-07-06-T-013-S-00360
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"As for our other unique features, I would like to know if the Ministry of Culture, Community and Youth (MCCY) has conducted study visits and reviews of countries who face similar population constraints as Singapore and what lessons have been learnt and perhaps implemented into our own development planning. I had cited Iceland, whose football team made it to the 2018 World Cup despite their small population.",31,361,2023-07-06-T-013-S-00361
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, Croatia is another footballing nation that we could also learn from. A country with a population of around four million, it has been achieving great success in international football. The Croatian football team joined FIFA in 1994, ranked 125th. They rose to third place with their first World Cup appearance in 1998, making them the fastest, most volatile ascension in FIFA ranking history as well as the youngest team to ever occupy the top 10 of the world ranking.",32,362,2023-07-06-T-013-S-00362
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Another point I would like to share which could spur our football is about providing better support in terms of employment or career path for our national players upon their retirement from football. I brought this up as I met and spoke to a couple of Singapore's ex-internationals who shared that they do not encourage their children to pursue their dreams to start a football career. When asked why, their short reply, ""No future."" Their concern is what would become of their children after their short career stint in football. Madam, this is a real and valid concern.",33,363,2023-07-06-T-013-S-00363
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I am aware that on 23 June 2023, FAS has announced ""Players' Concierge"" as a platform to serve our national players, both current and former, providing guidance, guiding and equipping them with the necessary tools to prepare for life after football, as remarked by former Singapore international Baihakki Khaizan, who conceived this initiative. Baihakki gave assurance that our aspiring footballers of the next generation would see football as a viable career which does not end once they hang up their boots.",34,364,2023-07-06-T-013-S-00364
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I laud this initiative and hope that this effort will get the support from all the stakeholders and, in turn, build confidence in our youths as well as their parents of the viability of pursuing a football career.",35,365,2023-07-06-T-013-S-00365
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, the final point I would like to make is to reiterate the call I made in this year's COS which is that FAS and other relevant stakeholders engage in an open conversation, a large scale one similar to our national conversation, with local players and coaches, both current and former, and to add on also local football fans and enthusiasts. The sporadic and occasional closed door consultations FAS has held is of limited value and has the risk of creating an echo chamber.",36,366,2023-07-06-T-013-S-00366
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"In May 2023, FAS announced that it will convene a review panel after the dismal performance at the SEA Games. I support this effort. However, I would propose that this review does not only look into our dismal performance at the SEA Games but instead do a review of Singapore football as a whole, a review that will look into making Singapore football great again. And if it means we need to tear down FAS and rebuild from the ground up, so be it.",37,367,2023-07-06-T-013-S-00367
2023-07-06-T-013,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),"Madam, I think this proposed effort is worth the time, resources and energy. As I have mentioned in the earlier part of my speech, football is a unifying sport as it brings together the different segments of society regardless of socio-economic status, race, language and religion, making Singapore football great again will bring the revival of Kallang Roar and the Kallang Wave which our nation has been patiently waiting for almost three decades. [Applause.]",38,368,2023-07-06-T-013-S-00368
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,Leader of the Opposition.,1,369,2023-07-06-T-013-S-00369
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Mdm Deputy Speaker, I rise in support of the Motion on sporting success filed by the Member for Sengkang GRC, Assoc Prof Jamus Lim and the Member for Aljunied GRC, Muhammad Faisal bin Abdul Manap.",1,370,2023-07-06-T-013-S-00370
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"I also join my Workers' Party colleagues, Members of this House and all Singaporeans in extending our well wishes to Team Singapore athletes who competed at the Southeast Asian (SEA) Games and the Southeast Asian (SEA) Paralympic Games last month.",2,371,2023-07-06-T-013-S-00371
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"At every international sporting event, a few Singaporean athletes stand out. At the last SEA Games, Shanti Pereira's name was on everyone's lips and deservedly so, as she took her place as the fastest sprinter in Southeast Asia. Feng Tianwei's grit was a source of pride for many at her swan song at the last Commonwealth Games.",3,372,2023-07-06-T-013-S-00372
