Date,MP_Name,Original_MP_Name,Attendance
2017-03-10,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon).,True
2017-03-10,Desmond Lee,"Mr Desmond Lee (Jurong), Senior Minister of State for Home Affairs and National Development and Deputy Leader of the House.",True
2017-03-10,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister.",True
2017-03-10,Liang Eng Hwa,Mr Liang Eng Hwa (Holland-Bukit Timah).,True
2017-03-10,Lim Biow Chuan,"Mr Lim Biow Chuan (Mountbatten), Deputy Speaker.",True
2017-03-10,Lim Swee Say,"Mr Lim Swee Say (East Coast), Minister for Manpower.",True
2017-03-10,Sylvia Lim,Ms Sylvia Lim (Aljunied).,True
2017-03-10,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang).,True
2017-03-10,Low Thia Khiang,Mr Low Thia Khiang (Aljunied).,True
2017-03-10,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Ministers for Trade and Industry and Ministers for Education.",True
2017-03-10,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for the Environment and Water Resources.",True
2017-03-10,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Senior Minister of State for Defence and Foreign Affairs.",True
2017-03-10,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied).,True
2017-03-10,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Social and Family Development and Ministers for Education.",True
2017-03-10,Murali Pillai,Mr Murali Pillai (Bukit Batok).,True
2017-03-10,Lily Neo,Dr Lily Neo (Jalan Besar).,True
2017-03-10,Ng Chee Meng,"Mr Ng Chee Meng (Pasir Ris-Punggol), Minister for Education (Schools) and Second Minister for Transport.",True
2017-03-10,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence.",True
2017-03-10,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon).,True
2017-03-10,Ong Teng Koon,Mr Ong Teng Koon (Marsiling-Yew Tee).,True
2017-03-10,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Education (Higher Education and Skills) and Second Minister for Defence.",True
2017-03-10,Joan Pereira,Ms Joan Pereira (Tanjong Pagar).,True
2017-03-10,Leon Perera,Mr Leon Perera (Non-Constituency Member).,True
2017-03-10,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar).,True
2017-03-10,Png Eng Huat,Mr Png Eng Huat (Hougang).,True
2017-03-10,Pritam Singh,Mr Pritam Singh (Aljunied).,True
2017-03-10,Rahayu Mahzam,Ms Rahayu Mahzam (Jurong).,True
2017-03-10,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh).,True
2017-03-10,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir).,True
2017-03-10,Sun Xueling,Ms Sun Xueling (Pasir Ris-Punggol).,True
2017-03-10,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State, Prime Minister's Office and Minister of State for Manpower and Deputy Government Whip.",True
2017-03-10,Tan Chuan-Jin,"Mr Tan Chuan-Jin (Marine Parade), Minister for Social and Family Development.",True
2017-03-10,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Non-Constituency Member).,True
2017-03-10,Randolph Tan,Assoc Prof Randolph Tan (Nominated Member).,True
2017-03-10,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast).,True
2017-03-10,Tan Wu Meng,Dr Tan Wu Meng (Jurong).,True
2017-03-10,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (West Coast).,True
2017-03-10,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security.",True
2017-03-10,Teo Ho Pin,Dr Teo Ho Pin (Bukit Panjang).,True
2017-03-10,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State, Prime Minister's Office and Senior Minister of State for Foreign Affairs and Transport.",True
2017-03-10,Teo Ser Luck,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Manpower.",True
2017-03-10,K Thanaletchimi,Ms K Thanaletchimi (Nominated Member).,True
2017-03-10,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Coordinating Minister for Economic and Social Policies.",True
2017-03-10,Tin Pei Ling,Ms Tin Pei Ling (MacPherson).,True
2017-03-10,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai (Marine Parade).,True
2017-03-10,Vikram Nair,Mr Vikram Nair (Sembawang).,True
2017-03-10,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs.",True
2017-03-10,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for National Development and Second Minister for Finance.",True
2017-03-10,Dr Yaacob Ibrahim,"Assoc Prof Dr Yaacob Ibrahim (Jalan Besar), Minister for Communications and Information and Minister-in-charge of Muslim Affairs.",True
2017-03-10,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee).,True
2017-03-10,Yee Chia Hsing,Mr Yee Chia Hsing (Chua Chu Kang).,True
2017-03-10,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Tanjong Pagar).,True
2017-03-10,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol).,True
2017-03-10,Zaqy Mohamad,Mr Zaqy Mohamad (Chua Chu Kang).,True
2017-03-10,Azmoon Ahmad,Mr Azmoon Ahmad (Nominated Member).,False
2017-03-10,Chong Kee Hiong,Mr Chong Kee Hiong (Bishan-Toa Payoh).,False
2017-03-10,Kok Heng Leun,Mr Kok Heng Leun (Nominated Member).,False
2017-03-10,Lee Yi Shyan,Mr Lee Yi Shyan (East Coast).,False
2017-03-10,Lim Hng Kiang,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry (Trade).",False
2017-03-10,Mahdev Mohan,Asst Prof Mahdev Mohan (Nominated Member).,False
2017-03-10,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade).,False
2017-03-10,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Minister for Law.",False
2017-03-10,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Culture, Community and Youth and Trade and Industry and Deputy Government Whip.",False
2017-03-10,,"For information on permission given to Members for leave of absence on this sitting day, please access www.parliament.gov.sg/publications-singapore-official-reports, and select ""Permission to Members to be Absent"" under Advanced Search (Sections in the Reports).",False
