Date,MP_Name,Original_MP_Name,Attendance
2023-05-10,Chan Chun Sing,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Education. ",True
2023-05-10,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling (East Coast). ,True
2023-05-10,Mark Chay,Mr Mark Chay (Nominated Member). ,True
2023-05-10,Chee Hong Tat,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport. ",True
2023-05-10,Edward Chia Bing Hui,Mr Edward Chia Bing Hui (Holland-Bukit Timah). ,True
2023-05-10,Chong Kee Hiong,Mr Chong Kee Hiong (Bishan-Toa Payoh). ,True
2023-05-10,Eric Chua,"Mr Eric Chua (Tanjong Pagar), Senior Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development. ",True
2023-05-10,Chua Kheng Wee Louis,Mr Chua Kheng Wee Louis (Sengkang). ,True
2023-05-10,Darryl David,Mr Darryl David (Ang Mo Kio). ,True
2023-05-10,Christopher de Souza,"Mr Christopher de Souza (Holland-Bukit Timah), Deputy Speaker. ",True
2023-05-10,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister for Sustainability and the Environment. ",True
2023-05-10,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Trade and Industry. ",True
2023-05-10,Gan Siow Huang,"Ms Gan Siow Huang (Marymount), Minister of State for Education and Manpower. ",True
2023-05-10,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2023-05-10,Gerald Giam Yean Song,Mr Gerald Giam Yean Song (Aljunied). ,True
2023-05-10,Derrick Goh,Mr Derrick Goh (Nee Soon). ,True
2023-05-10,Heng Chee How,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence. ",True
2023-05-10,Hoon Hian Teck,Prof Hoon Hian Teck (Nominated Member). ,True
2023-05-10,Shawn Huang Wei Zhong,Mr Shawn Huang Wei Zhong (Jurong). ,True
2023-05-10,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Finance and National Development and Leader of the House. ",True
2023-05-10,S Iswaran,"Mr S Iswaran (West Coast), Minister for Transport and Minister-in-charge of Trade Relations. ",True
2023-05-10,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2023-05-10,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
2023-05-10,Koh Lian Pin,Prof Koh Lian Pin (Nominated Member). ,True
2023-05-10,Koh Poh Koon,"Dr Koh Poh Koon (Tampines), Senior Minister of State for Manpower and Sustainability and the Environment. ",True
2023-05-10,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Kebun Baru). ,True
2023-05-10,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member). ,True
2023-05-10,Liang Eng Hwa,Mr Liang Eng Hwa (Bukit Panjang). ,True
2023-05-10,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2023-05-10,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim (Sengkang). ,True
2023-05-10,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2023-05-10,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2023-05-10,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2023-05-10,Mariam Jaafar,Ms Mariam Jaafar (Sembawang). ,True
2023-05-10,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Minister, Prime Minister's Office and Second Minister for Education and Foreign Affairs. ",True
2023-05-10,Mohd Fahmi Aliman,Mr Mohd Fahmi Aliman (Marine Parade). ,True
2023-05-10,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2023-05-10,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Minister of State for Home Affairs and National Development. ",True
2023-05-10,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2023-05-10,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio). ,True
2023-05-10,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2023-05-10,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2023-05-10,Ng Ling Ling,Ms Ng Ling Ling (Ang Mo Kio). ,True
2023-05-10,Rachel Ong,Miss Rachel Ong (West Coast). ,True
2023-05-10,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Health. ",True
2023-05-10,Leon Perera,Mr Leon Perera (Aljunied). ,True
2023-05-10,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2023-05-10,Hazel Poa,Ms Hazel Poa (Non-Constituency Member). ,True
2023-05-10,Poh Li San,Ms Poh Li San (Sembawang). ,True
2023-05-10,Pritam Singh,"Mr Pritam Singh (Aljunied), Leader of the Opposition. ",True
2023-05-10,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2023-05-10,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2023-05-10,Shahira Abdullah,Dr Shahira Abdullah (Nominated Member). ,True
2023-05-10,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2023-05-10,Sharael Taha,Mr Sharael Taha (Pasir Ris-Punggol). ,True
2023-05-10,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Foreign Affairs and National Development and Deputy Government Whip. ",True
2023-05-10,Hany Soh,Ms Hany Soh (Marsiling-Yew Tee). ,True
2023-05-10,Sun Xueling,"Ms Sun Xueling (Punggol West), Minister of State for Home Affairs and Social and Family Development. ",True
2023-05-10,Alvin Tan,"Mr Alvin Tan (Tanjong Pagar), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2023-05-10,Carrie Tan,Ms Carrie Tan (Nee Soon). ,True
2023-05-10,Desmond Tan,"Mr Desmond Tan (Pasir Ris-Punggol), Minister of State, Prime Minister's Office. ",True
2023-05-10,Tan Kiat How,"Mr Tan Kiat How (East Coast), Senior Minister of State for Communications and Information and National Development. ",True
2023-05-10,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Hougang). ,True
2023-05-10,Tan See Leng,"Dr Tan See Leng (Marine Parade), Minister for Manpower and Second Minister for Trade and Industry. ",True
2023-05-10,Jessica Tan Soon Neo,"Ms Jessica Tan Soon Neo (East Coast), Deputy Speaker. ",True
2023-05-10,Tan Yia Swam,Dr Tan Yia Swam (Nominated Member). ,True
2023-05-10,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Senior Minister and Coordinating Minister for National Security. ",True
2023-05-10,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Senior Minister and Coordinating Minister for Social Policies. ",True
2023-05-10,Raj Joshua Thomas,Mr Raj Joshua Thomas (Nominated Member). ,True
2023-05-10,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2023-05-10,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2023-05-10,Wan Rizal,Dr Wan Rizal (Jalan Besar). ,True
2023-05-10,Don Wee,Mr Don Wee (Chua Chu Kang). ,True
2023-05-10,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Deputy Prime Minister and Minister for Finance. ",True
2023-05-10,Xie Yao Quan,Mr Xie Yao Quan (Jurong). ,True
2023-05-10,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2023-05-10,Yeo Wan Ling,Ms Yeo Wan Ling (Pasir Ris-Punggol). ,True
2023-05-10,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang). ,True
2023-05-10,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Radin Mas). ,True
2023-05-10,Zaqy Mohamad,"Mr Zaqy Mohamad (Marsiling-Yew Tee), Senior Minister of State for Defence and Manpower and Deputy Leader of the House. ",True
2023-05-10,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim (Chua Chu Kang). ,True
